iter	RMSE
301	1.795351142
302	1.795138394
303	1.794736446
304	1.794554398
305	1.79434903
306	1.794169605
307	1.793886019
308	1.793596175
309	1.79339066
310	1.793339897
311	1.793005084
312	1.792933832
313	1.792865701
314	1.792519758
315	1.792309725
316	1.79214857
317	1.791966935
318	1.791718365
319	1.791488599
320	1.791263724
321	1.791198233
322	1.790798239
323	1.790530421
324	1.790468037
325	1.79014574
326	1.789810446
327	1.78962489
328	1.789355423
329	1.789000834
330	1.788729118
331	1.788340758
332	1.7880835
333	1.787936324
334	1.787741997
335	1.787573556
336	1.787345644
337	1.78714202
338	1.786873915
339	1.786578834
340	1.786411103
341	1.786143099
342	1.785812551
343	1.78568185
344	1.785410889
345	1.785213979
346	1.785061208
347	1.78475274
348	1.78449187
349	1.78435835
350	1.784133776
351	1.783894673
352	1.783803184
353	1.78337583
354	1.783102653
355	1.782700343
356	1.782661815
357	1.782432308
358	1.782215843
359	1.781940624
360	1.781570511
361	1.781384086
362	1.781194796
363	1.781076254
364	1.781000366
365	1.780886322
366	1.78076997
367	1.780542076
368	1.780342526
369	1.780177483
370	1.780067158
371	1.779710346
372	1.779558961
373	1.779489386
374	1.77945296
375	1.779281103
376	1.779100886
377	1.778694397
378	1.778557363
379	1.778217003
380	1.778192101
381	1.777938206
382	1.777665242
383	1.77752472
384	1.777336277
385	1.777198225
386	1.776894922
387	1.776778548
388	1.77657961
389	1.776286061
390	1.776066459
391	1.775802233
392	1.775722342
393	1.77553971
394	1.775206444
395	1.774979608
396	1.774794516
397	1.774627488
398	1.774488352
399	1.774190264
400	1.774056346
401	1.773817175
402	1.773590575
403	1.773387075
404	1.773159537
405	1.773029674
406	1.772961465
407	1.772790195
408	1.772453534
409	1.772265843
410	1.772026581
411	1.771911274
412	1.771759928
413	1.77163667
414	1.771562745
415	1.771377688
416	1.77124487
417	1.770938104
418	1.770702734
419	1.770570619
420	1.77032952
421	1.770105817
422	1.769916416
423	1.769748184
424	1.7696166
425	1.769548883
426	1.769341
427	1.769204037
428	1.768916078
429	1.76868798
430	1.768507034
431	1.768306035
432	1.76818267
433	1.768095024
434	1.767899632
435	1.767786198
436	1.76761695
437	1.767437616
438	1.767099194
439	1.766970402
440	1.766795528
441	1.76666417
442	1.766625558
443	1.766291652
444	1.766051801
445	1.765962608
446	1.765944461
447	1.765693024
448	1.765611684
449	1.765478875
450	1.765278411
451	1.764932496
452	1.764799903
453	1.764511869
454	1.764307055
455	1.764129752
456	1.763810487
457	1.763768878
458	1.763538798
459	1.763457295
460	1.7633325
461	1.763292469
462	1.763198704
463	1.76295464
464	1.762703014
465	1.762614692
466	1.762494661
467	1.76234102
468	1.762095698
469	1.762038041
470	1.761837028
471	1.761797999
472	1.761532991
473	1.761352475
474	1.761257282
475	1.761076027
476	1.760945645
477	1.760743693
478	1.760565209
479	1.760423996
480	1.760274249
481	1.760148113
482	1.760032057
483	1.759778046
484	1.759715181
485	1.75969883
486	1.759575347
487	1.759390854
488	1.75926878
489	1.759190846
490	1.759032614
491	1.758835891
492	1.758559833
493	1.758450715
494	1.758374402
495	1.75824215
496	1.758013451
497	1.75779083
498	1.757579736
499	1.757440533
500	1.757244254
501	1.757163146
502	1.756850152
503	1.756758621
504	1.756596034
505	1.756493203
506	1.756345611
507	1.756249823
508	1.756209299
509	1.756046616
510	1.755948468
511	1.755699256
512	1.755454535
513	1.755245901
514	1.755082325
515	1.754944192
516	1.754818951
517	1.754542277
518	1.754406075
519	1.754355874
520	1.75420395
521	1.754089481
522	1.753969935
523	1.753653125
524	1.753602693
525	1.753513944
526	1.753428322
527	1.753188692
528	1.753180675
529	1.752949154
530	1.75275916
531	1.752640702
532	1.752593607
533	1.752481443
534	1.752387093
535	1.752250342
536	1.751970546
537	1.75174352
538	1.751701697
539	1.751547726
540	1.751431361
541	1.751248813
542	1.751110411
543	1.750981602
544	1.750857289
545	1.750654133
546	1.750456617
547	1.750271101
548	1.750182127
549	1.750007284
550	1.749955343
551	1.749906533
552	1.749823319
553	1.74978307
554	1.749665372
555	1.749411766
556	1.749375823
557	1.749358262
558	1.749318979
559	1.749143677
560	1.749033658
561	1.74899546
562	1.748771518
563	1.748650862
564	1.748388868
565	1.748303154
566	1.748193492
567	1.748156731
568	1.748120946
569	1.748086461
570	1.747868855
571	1.747704799
572	1.747579962
573	1.747466631
574	1.747433308
575	1.747401147
576	1.747256792
577	1.747148256
578	1.747053807
579	1.746833785
580	1.746799289
581	1.74670986
582	1.746467201
583	1.746316567
584	1.746189714
585	1.746156482
586	1.7461261
587	1.745992191
588	1.7458263
589	1.745796537
590	1.745766278
591	1.745736971
592	1.745708573
593	1.745593253
594	1.745498922
595	1.745485789
596	1.745386643
597	1.745161531
598	1.745139005
599	1.74510458
600	1.744999234
601	1.744866959
602	1.744833765
603	1.744770521
604	1.744677329
605	1.744579737
606	1.744547859
607	1.744501026
608	1.744412236
609	1.744178192
610	1.744147032
611	1.743979554
612	1.743972763
613	1.74380924
614	1.74377884
615	1.74372902
616	1.743674392
617	1.743583095
618	1.743562034
619	1.74331659
620	1.743156862
621	1.743003211
622	1.742854968
623	1.742848623
624	1.742757252
625	1.74266239
626	1.742484801
627	1.742390555
628	1.742306735
629	1.742300783
630	1.742213321
631	1.742207679
632	1.742031794
633	1.741881332
634	1.741852487
635	1.741748731
636	1.741606339
637	1.741485572
638	1.741344294
639	1.74122965
640	1.741083242
641	1.741077929
642	1.740873159
643	1.740868164
644	1.740698959
645	1.740604385
646	1.740485007
647	1.740371226
648	1.740259802
649	1.740005406
650	1.739893438
651	1.739758981
652	1.739754258
653	1.739647647
654	1.739594461
655	1.73957732
656	1.739474722
657	1.739396573
658	1.73937651
659	1.739349344
660	1.739307312
661	1.739292436
662	1.739081784
663	1.739054169
664	1.738864503
665	1.738734609
666	1.738578304
667	1.738551384
668	1.738546942
669	1.738455075
670	1.738364247
671	1.73826649
672	1.738019533
673	1.737982232
674	1.737783343
675	1.737623629
676	1.737534739
677	1.737496764
678	1.737473998
679	1.737344901
680	1.737318633
681	1.737164821
682	1.737142956
683	1.736997346
684	1.736840182
685	1.736637355
686	1.736501443
687	1.736419185
688	1.736293108
689	1.736278251
690	1.736169072
691	1.736006164
692	1.735775805
693	1.735687786
694	1.735662474
695	1.735466701
696	1.735244912
697	1.735220183
698	1.735148559
699	1.735029502
700	1.734879654
701	1.734775322
702	1.734669161
703	1.734412058
704	1.734221841
705	1.734193416
706	1.734064702
707	1.734023671
708	1.733999778
709	1.733875964
710	1.733672137
711	1.733552059
712	1.733383387
713	1.733273977
714	1.733113943
715	1.733086795
716	1.732944556
717	1.732940339
718	1.732807842
719	1.732543023
720	1.73239205
721	1.732196129
722	1.732177762
723	1.732055831
724	1.731932341
725	1.731639582
726	1.731621873
727	1.731509621
728	1.731326442
729	1.731309115
730	1.731098656
731	1.731087528
732	1.730948806
733	1.730758983
734	1.730563806
735	1.730416089
736	1.730379511
737	1.73036321
738	1.730194604
739	1.730003406
740	1.72987421
741	1.729699654
742	1.729587631
743	1.729488444
744	1.729484526
745	1.729367962
746	1.729205411
747	1.729101104
748	1.729078945
749	1.729007786
750	1.728915061
751	1.728774049
752	1.728684245
753	1.728635905
754	1.728455578
755	1.728438336
756	1.728425099
757	1.728311455
758	1.728301745
759	1.728151378
760	1.728024789
761	1.7278195
762	1.727802763
763	1.727694615
764	1.727579945
765	1.727564169
766	1.727410407
767	1.727258022
768	1.727225615
769	1.727117146
770	1.72710172
771	1.727050227
772	1.726982446
773	1.726881495
774	1.726872031
775	1.726751982
776	1.726560889
777	1.726455809
778	1.726387813
779	1.726272149
780	1.726202943
781	1.72608358
782	1.725943773
783	1.725821092
784	1.725668436
785	1.725601879
786	1.725470629
787	1.725455341
788	1.725440207
789	1.725286572
790	1.725114032
791	1.725073285
792	1.724924042
793	1.724763096
794	1.724680335
795	1.724576871
796	1.724441745
797	1.724390563
798	1.724249308
799	1.724142201
800	1.72412738
801	1.723978063
802	1.723963557
803	1.723873908
804	1.723827505
805	1.723664011
806	1.723592776
807	1.723346825
808	1.723222042
809	1.723129604
810	1.723032235
811	1.722864585
812	1.722807872
813	1.722754749
814	1.722744231
815	1.72260468
816	1.722601336
817	1.72251259
818	1.722412919
819	1.722306278
820	1.72210719
821	1.72207581
822	1.721948115
823	1.721794052
824	1.721712572
825	1.721533815
826	1.721505094
827	1.721324504
828	1.721157602
829	1.721051599
830	1.720950029
831	1.720909126
832	1.720735071
833	1.720721141
834	1.720600038
835	1.720526448
836	1.720330009
837	1.720222118
838	1.720124894
839	1.720121739
840	1.720031871
841	1.719915038
842	1.719830044
843	1.719784428
844	1.719700304
845	1.719567945
846	1.719541196
847	1.719481315
848	1.719445509
849	1.719209871
850	1.719147955
851	1.719064551
852	1.718906209
853	1.718822679
854	1.718769009
855	1.718614402
856	1.718469847
857	1.718375511
858	1.718350243
859	1.718303957
860	1.718139435
861	1.718016372
862	1.717992212
863	1.717828559
864	1.717784613
865	1.717682871
866	1.717545507
867	1.717510653
868	1.717371195
869	1.717330241
870	1.717249465
871	1.717177775
872	1.717080719
873	1.716957054
874	1.716868682
875	1.716760229
876	1.716560292
877	1.716438103
878	1.716181156
879	1.716080247
880	1.715992906
881	1.715942922
882	1.715821281
883	1.715599416
884	1.71551924
885	1.715489111
886	1.715374972
887	1.715299399
888	1.715264272
889	1.71520006
890	1.715145939
891	1.714955217
892	1.714693172
893	1.714583766
894	1.714508384
895	1.714371335
896	1.714241844
897	1.71418379
898	1.714119024
899	1.714036659
900	1.713951894
901	1.713885349
902	1.713731205
903	1.713655717
904	1.713546661
905	1.713367862
906	1.713298167
907	1.713076177
908	1.713028801
909	1.712831602
910	1.712635426
911	1.712488491
912	1.712371541
913	1.712245003
914	1.71211803
915	1.712053221
916	1.711988896
917	1.711946625
918	1.711887509
919	1.711736335
920	1.711618437
921	1.711415034
922	1.711358345
923	1.711299767
924	1.711163171
925	1.711099248
926	1.710937882
927	1.710935125
928	1.710806428
929	1.710682989
930	1.710628463
931	1.710520809
932	1.710516778
933	1.710359291
934	1.710254726
935	1.710199001
936	1.710080296
937	1.710000668
938	1.7099318
939	1.709806291
940	1.709715798
941	1.709712031
942	1.709541943
943	1.709486481
944	1.709466977
945	1.709266216
946	1.709155526
947	1.708963536
948	1.708890255
949	1.70869431
950	1.708604098
951	1.708552707
952	1.708425626
953	1.708314027
954	1.708268227
955	1.708222731
956	1.708098359
957	1.708023113
958	1.707970777
959	1.707837492
960	1.707677604
961	1.707674056
962	1.707598389
963	1.707452818
964	1.707450531
965	1.707335956
966	1.707295273
967	1.707135036
968	1.707051465
969	1.707049297
970	1.706957985
971	1.706867948
972	1.706848909
973	1.706777056
974	1.706539986
975	1.706452519
976	1.706288753
977	1.706135135
978	1.705962209
979	1.70588332
980	1.705785057
981	1.705686955
982	1.705611315
983	1.705514945
984	1.705461878
985	1.705332178
986	1.705258298
987	1.705080774
988	1.704902689
989	1.704705669
990	1.704639033
991	1.704563166
992	1.704410133
993	1.704393511
994	1.704270417
995	1.704268032
996	1.704153909
997	1.704046422
998	1.703917905
999	1.703788677
1000	1.703769664
1001	1.703605526
1002	1.703504248
1003	1.703452045
1004	1.703315486
1005	1.703282598
1006	1.70318604
1007	1.70306062
1008	1.702991474
1009	1.702865182
1010	1.70269696
1011	1.702640434
1012	1.702530584
1013	1.702420267
1014	1.702299471
1015	1.702192608
1016	1.702050612
1017	1.702023922
1018	1.701882492
1019	1.701853726
1020	1.701831586
1021	1.701719819
1022	1.701702733
1023	1.701612408
1024	1.701597403
1025	1.701548173
1026	1.701523716
1027	1.70141814
1028	1.701339246
1029	1.701232983
1030	1.701125339
1031	1.70111181
1032	1.701007169
1033	1.700972616
1034	1.700953239
1035	1.700828571
1036	1.700788735
1037	1.700663688
1038	1.70056945
1039	1.700421686
1040	1.700337442
1041	1.700206842
1042	1.699978379
1043	1.699820208
1044	1.699786907
1045	1.699705105
1046	1.699589711
1047	1.699441457
1048	1.699435156
1049	1.699352669
1050	1.699249023
1051	1.699185364
1052	1.69913209
1053	1.699006324
1054	1.698798972
1055	1.698733419
1056	1.698682763
1057	1.698634551
1058	1.698497084
1059	1.698340291
1060	1.698303693
1061	1.69818625
1062	1.698016241
1063	1.697925484
1064	1.697847379
1065	1.697688603
1066	1.697502413
1067	1.697298055
1068	1.69728539
1069	1.697194043
1070	1.697103658
1071	1.697086803
1072	1.696929082
1073	1.696867214
1074	1.696779554
1075	1.696633242
1076	1.696582708
1077	1.696455054
1078	1.696350286
1079	1.69625048
1080	1.696007772
1081	1.695961875
1082	1.69581055
1083	1.69573447
1084	1.695616471
1085	1.695593256
1086	1.695552839
1087	1.695455126
1088	1.695411025
1089	1.695329228
1090	1.695173039
1091	1.695168484
1092	1.695075744
1093	1.69491315
1094	1.694904334
1095	1.694755355
1096	1.694585378
1097	1.694454792
1098	1.694446782
1099	1.694363026
1100	1.694324868
1101	1.694235892
1102	1.694053357
1103	1.693920514
1104	1.693851236
1105	1.693753481
1106	1.693716107
1107	1.693589251
1108	1.693581111
1109	1.693415723
1110	1.693276829
1111	1.693193721
1112	1.693087666
1113	1.69305813
1114	1.692973889
1115	1.692807489
1116	1.692672882
1117	1.692494375
1118	1.692415713
1119	1.692376337
1120	1.692225531
1121	1.69213975
1122	1.692036276
1123	1.691908753
1124	1.691886359
1125	1.691876365
1126	1.691728059
1127	1.691671731
1128	1.691461756
1129	1.691349461
1130	1.69133702
1131	1.691329221
1132	1.69118982
1133	1.691155997
1134	1.691121011
1135	1.690961799
1136	1.690877896
1137	1.690788967
1138	1.690651558
1139	1.690540664
1140	1.690366412
1141	1.690276016
1142	1.690132882
1143	1.690090591
1144	1.690047298
1145	1.690036647
1146	1.689991105
1147	1.689907727
1148	1.689882985
1149	1.689748299
1150	1.689696796
1151	1.689607023
1152	1.689560527
1153	1.689532532
1154	1.689418791
1155	1.689352137
1156	1.689305695
1157	1.689205037
1158	1.689004241
1159	1.688964077
1160	1.688928894
1161	1.688838042
1162	1.688820726
1163	1.68869087
1164	1.688652836
1165	1.688579717
1166	1.688511352
1167	1.688404192
1168	1.688231752
1169	1.688102707
1170	1.687999027
1171	1.687907365
1172	1.687722177
1173	1.687583691
1174	1.687423799
1175	1.687274738
1176	1.687154038
1177	1.686989829
1178	1.686935159
1179	1.686851913
1180	1.686781727
1181	1.686701251
1182	1.686622203
1183	1.68658164
1184	1.686520657
1185	1.686372357
1186	1.686307852
1187	1.686241481
1188	1.686225972
1189	1.686083313
1190	1.686019839
1191	1.685973028
1192	1.685948627
1193	1.685943317
1194	1.685797012
1195	1.685662065
1196	1.685599738
1197	1.685462015
1198	1.685417951
1199	1.685336758
1200	1.685282306
1201	1.685282256
1202	1.685108633
1203	1.684959467
1204	1.684840865
1205	1.684800192
1206	1.684795262
1207	1.684640109
1208	1.684618284
1209	1.684511359
1210	1.684427441
1211	1.684333501
1212	1.684245081
1213	1.684101566
1214	1.683948687
1215	1.683901182
1216	1.683815138
1217	1.683780174
1218	1.683697467
1219	1.683658552
1220	1.683655328
1221	1.683526498
1222	1.683480931
1223	1.683386326
1224	1.683377764
1225	1.683312496
1226	1.683174527
1227	1.683103698
1228	1.683036529
1229	1.682960304
1230	1.682834407
1231	1.682747927
1232	1.682579559
1233	1.682532021
1234	1.682449212
1235	1.682389952
1236	1.682386987
1237	1.682342098
1238	1.682307706
1239	1.682251673
1240	1.68218918
1241	1.682091486
1242	1.682026656
1243	1.681976684
1244	1.681865891
1245	1.681750533
1246	1.68172103
1247	1.681621323
1248	1.681481642
1249	1.681427561
1250	1.681408674
1251	1.681269826
1252	1.68113062
1253	1.681051694
1254	1.680959775
1255	1.680812994
1256	1.680762262
1257	1.680652551
1258	1.680616199
1259	1.680609591
1260	1.680458542
1261	1.680370727
1262	1.680341558
1263	1.680274854
1264	1.680160532
1265	1.680133251
1266	1.680096472
1267	1.680010816
1268	1.679914835
1269	1.679814198
1270	1.679814153
1271	1.679763059
1272	1.679629504
1273	1.679549855
1274	1.679440543
1275	1.679310025
1276	1.679086615
1277	1.67902248
1278	1.678911558
1279	1.678701313
1280	1.678590156
1281	1.678512394
1282	1.678407847
1283	1.678345128
1284	1.678309634
1285	1.678198737
1286	1.678074591
1287	1.677952018
1288	1.67781097
1289	1.67772279
1290	1.677641878
1291	1.67757756
1292	1.67748331
1293	1.677356041
1294	1.677232027
1295	1.677174329
1296	1.677113905
1297	1.677008372
1298	1.676833984
1299	1.676775677
1300	1.676698341
1301	1.676572402
1302	1.676459553
1303	1.67640083
1304	1.676390578
1305	1.676346984
1306	1.676279881
1307	1.676138303
1308	1.676005212
1309	1.675952134
1310	1.675909855
1311	1.675776515
1312	1.675705022
1313	1.675595043
1314	1.675510653
1315	1.675438409
1316	1.675409054
1317	1.675305466
1318	1.675244731
1319	1.675228261
1320	1.675105248
1321	1.674960809
1322	1.674871955
1323	1.674811311
1324	1.674790494
1325	1.674723695
1326	1.67472147
1327	1.674622706
1328	1.674534455
1329	1.674423767
1330	1.674289857
1331	1.67420481
1332	1.674069421
1333	1.673943194
1334	1.673858801
1335	1.673771308
1336	1.673723098
1337	1.673681281
1338	1.673589427
1339	1.673513095
1340	1.673469217
1341	1.673321786
1342	1.673223605
1343	1.673221773
1344	1.673194139
1345	1.673173706
1346	1.67311741
1347	1.673111868
1348	1.673022609
1349	1.672948341
1350	1.67289845
1351	1.672859318
1352	1.672738826
1353	1.672694801
1354	1.672583029
1355	1.672493697
1356	1.672488387
1357	1.672366212
1358	1.672331332
1359	1.672201435
1360	1.6720728
1361	1.671942898
1362	1.671786956
1363	1.671783613
1364	1.671717177
1365	1.671709395
1366	1.671613984
1367	1.671471184
1368	1.671414176
1369	1.67141095
1370	1.671254698
1371	1.671204915
1372	1.671158719
1373	1.671074639
1374	1.671028691
1375	1.670979585
1376	1.670812776
1377	1.670735407
1378	1.6705713
1379	1.670539356
1380	1.670461218
1381	1.670376477
1382	1.670256217
1383	1.670197704
1384	1.67008716
1385	1.670031348
1386	1.669981437
1387	1.669889901
1388	1.669767773
1389	1.669697975
1390	1.669536055
1391	1.669433723
1392	1.669246556
1393	1.669040211
1394	1.668959303
1395	1.668852038
1396	1.668830344
1397	1.668727553
1398	1.668680928
1399	1.668616099
1400	1.668589904
1401	1.668551765
1402	1.668500559
1403	1.668375982
1404	1.668358715
1405	1.668202816
1406	1.668108249
1407	1.66800494
1408	1.667958052
1409	1.667760664
1410	1.667638078
1411	1.667513001
1412	1.667417794
1413	1.667365064
1414	1.667174311
1415	1.667026058
1416	1.666903271
1417	1.666791507
1418	1.666689841
1419	1.66658956
1420	1.666571003
1421	1.666507092
1422	1.666480933
1423	1.666422555
1424	1.666319733
1425	1.666206123
1426	1.666072661
1427	1.665968465
1428	1.665813705
1429	1.66568677
1430	1.665607065
1431	1.665489085
1432	1.665367496
1433	1.665236029
1434	1.665178102
1435	1.665078122
1436	1.665021005
1437	1.664929776
1438	1.66483613
1439	1.664817653
1440	1.664802181
1441	1.66454707
1442	1.664415377
1443	1.664278213
1444	1.664141297
1445	1.664019468
1446	1.663928826
1447	1.663866199
1448	1.663733457
1449	1.663634391
1450	1.663595336
1451	1.663571253
1452	1.663489949
1453	1.663430224
1454	1.66341059
1455	1.663333991
1456	1.663166551
1457	1.663132675
1458	1.663076342
1459	1.663048862
1460	1.6629787
1461	1.662865699
1462	1.662841414
1463	1.662819324
1464	1.662709534
1465	1.662676849
1466	1.662565462
1467	1.662525388
1468	1.662455738
1469	1.662418955
1470	1.662326341
1471	1.662245404
1472	1.66224042
1473	1.662189159
1474	1.662086294
1475	1.661977287
1476	1.661972416
1477	1.661965843
1478	1.661832726
1479	1.661677849
1480	1.661657564
1481	1.661529044
1482	1.661487348
1483	1.661397277
1484	1.661361133
1485	1.661311063
1486	1.661213103
1487	1.661011176
1488	1.660954286
1489	1.660859148
1490	1.660774497
1491	1.660717834
1492	1.660599153
1493	1.660519737
1494	1.660485297
1495	1.660378455
1496	1.660309268
1497	1.660259991
1498	1.66023053
1499	1.660181974
