iter	Passed	Remaining
264	147770	688666
265	148171	687380
266	148590	686189
267	149040	685143
268	149471	684014
269	149962	683162
270	150454	682319
271	150952	681507
272	151506	680947
273	151978	680021
274	152542	679506
275	152987	678468
276	153739	678783
277	154240	677991
278	154754	677256
279	155202	676238
280	155651	675230
281	156086	674160
282	156577	673337
283	157071	672532
284	157585	671811
285	158114	671159
286	158663	670589
287	159191	669932
288	159627	668890
289	160057	667827
290	160480	666739
291	160876	665545
292	161329	664587
293	161730	663426
294	162094	662116
295	162534	661121
296	162992	660201
297	163519	659564
298	164418	660424
299	164967	659868
300	165412	658903
301	165886	658053
302	166355	657187
303	166835	656365
304	167250	655292
305	167622	654058
306	168108	653268
307	168532	652244
308	168965	651256
309	169392	650247
310	169872	649447
311	170313	648500
312	170721	647432
313	171170	646523
314	171655	645751
315	172156	645041
316	172576	644032
317	173022	643122
318	173448	642140
319	173906	641280
320	174304	640202
321	174704	639134
322	175129	638163
323	175546	637169
324	175932	636062
325	176344	635054
326	176752	634037
327	177107	632836
328	177957	633398
329	178717	633634
330	179490	633911
331	180667	635599
332	181759	636976
333	182644	637615
334	183427	637890
335	184171	638022
336	184791	637724
337	185384	637328
338	186100	637352
339	186778	637243
340	187507	637306
341	188152	637078
342	188777	636779
343	189418	636535
344	190052	636264
345	190734	636150
346	191317	635702
347	191901	635260
348	192613	635238
349	193300	635130
350	193947	634888
351	194533	634443
352	195167	634157
353	195983	634454
354	196761	634623
355	197421	634409
356	198129	634347
357	198889	634446
358	199591	634356
359	200338	634405
360	200956	634044
361	201714	634119
362	202453	634131
363	203134	633958
364	203497	632792
365	204194	632669
366	204810	632289
367	205423	631901
368	205815	630832
369	206557	630837
370	207350	630994
371	208184	631269
372	208992	631461
373	209681	631287
374	210538	631616
375	211262	631541
376	211923	631273
377	212660	631231
378	213332	630990
379	214086	630992
380	214782	630819
381	215399	630409
382	216000	629955
383	216657	629660
384	217403	629624
385	218120	629499
386	218894	629533
387	219723	629723
388	220410	629502
389	221064	629184
390	221714	628852
391	222381	628568
392	223111	628457
393	223903	628520
394	224599	628308
395	225276	628042
396	225897	627618
397	226585	627379
398	227269	627126
399	227967	626910
400	228669	626701
401	229584	627074
402	230401	627173
403	231313	627522
404	232154	627677
405	233011	627867
406	233972	628333
407	234774	628366
408	235569	628378
409	236416	628521
410	237270	628680
411	238055	628651
412	238896	628765
413	239810	629068
414	240599	629037
415	241533	629379
416	242341	629389
417	243370	629969
418	244286	630247
419	245355	630914
420	246127	630810
421	246932	630789
422	247705	630682
423	248442	630481
424	249312	630612
425	250156	630675
426	250859	630378
427	251698	630423
428	252603	630625
429	253569	630974
430	254317	630777
431	255010	630443
432	255925	630653
433	256641	630368
434	257297	629936
435	258035	629702
436	258624	629101
437	259278	628660
438	259940	628239
439	260591	627787
440	261492	627938
441	262238	627711
442	263228	628065
443	264088	628101
444	264932	628097
445	265684	627872
446	266475	627736
447	267219	627488
448	267978	627272
449	268746	627074
450	269531	626914
451	270336	626798
452	271152	626703
453	271924	626504
454	272711	626336
455	273451	626060
456	274258	625933
457	275129	625950
458	275918	625775
459	276686	625552
460	277423	625255
461	278405	625507
462	279308	625579
463	280217	625657
464	281139	625762
465	281864	625424
466	282832	625623
467	283748	625702
468	284564	625556
469	285380	625407
470	286242	625357
471	287129	625359
472	288047	625422
473	288955	625461
474	289886	625545
475	290767	625516
476	291605	625393
477	292379	625129
478	293103	624756
479	293933	624607
480	294747	624423
481	295542	624194
482	296355	624004
483	297169	623810
484	297912	623465
485	298723	623262
486	299541	623071
487	300353	622864
488	301173	622672
489	302040	622572
490	302864	622384
491	303802	622424
492	304738	622457
493	305623	622383
494	306482	622252
495	307392	622221
496	308239	622061
497	309047	621819
498	309853	621570
499	310654	621309
500	311390	620916
501	312241	620750
502	313057	620512
503	313840	620209
504	314553	619763
505	315245	619276
506	316048	619005
507	316887	618803
508	317726	618599
509	318462	618191
510	319284	617949
511	319906	617319
512	320501	616638
513	321130	616020
514	321892	615657
515	322669	615323
516	323437	614969
517	324177	614560
518	324758	613849
519	325375	613207
520	325985	612551
521	326647	611993
522	327317	611452
523	327992	610916
524	328802	610633
525	329414	609979
526	330067	609402
527	330735	608854
528	331431	608354
529	332021	607661
530	332633	607009
531	333306	606467
532	333908	605795
533	334561	605217
534	335251	604705
535	335909	604135
536	336577	603582
537	337219	602984
538	337760	602204
539	338342	601497
540	339021	600963
541	339580	600218
542	340173	599531
543	340754	598826
544	341292	598044
545	341943	597461
546	342523	596754
547	343183	596187
548	343720	595406
549	344370	594821
550	344964	594139
551	345615	593557
552	346250	592946
553	346914	592384
554	347293	591337
555	347994	590839
556	348593	590168
557	349480	589983
558	350113	589367
559	350900	589010
560	351552	588427
561	352298	587999
562	352919	587363
563	353516	586686
564	354070	585938
565	354622	585190
566	355327	584692
567	355952	584063
568	356546	583382
569	357261	582900
570	358032	582507
571	358641	581852
572	359438	581499
573	360184	581064
574	360957	580670
575	361653	580152
576	362288	579536
577	362984	579016
578	363696	578523
579	364322	577890
580	365011	577358
581	365630	576716
582	366266	576099
583	366822	575358
584	367353	574578
585	367948	573899
586	368589	573291
587	369195	572629
588	369814	571988
589	370378	571261
590	371003	570629
591	371668	570058
592	372180	569253
593	372772	568572
594	373353	567874
595	373916	567148
596	374467	566406
597	375067	565736
598	375650	565043
599	376219	564329
600	376777	563598
601	377340	562875
602	377760	561941
603	378347	561257
604	378965	560618
605	379538	559913
606	380175	559302
607	380744	558592
608	381361	557952
609	381939	557256
610	382389	556372
611	382863	555527
612	383443	554836
613	383760	553765
614	384335	553067
615	384909	552369
616	385449	551623
617	386046	550960
618	386704	550381
619	387378	549827
620	388004	549204
621	388636	548589
622	389238	547933
623	389809	547232
624	390378	546530
625	391066	545993
626	391665	545333
627	392327	544759
628	392701	543789
629	393046	542778
630	393609	542070
631	394252	541473
632	394745	540670
633	395370	540049
634	395946	539360
635	396471	538602
636	397007	537861
637	397645	537257
638	398215	536562
639	398605	535625
640	399225	535000
641	399783	534290
642	400409	533671
643	401021	533034
644	401729	532524
645	402307	531843
646	402776	531016
647	403359	530342
648	403945	529672
649	404591	529080
650	405324	528602
651	406085	528159
652	406832	527698
653	407510	527146
654	408081	526456
655	408433	525484
656	408832	524575
657	409255	523697
658	409646	522780
659	410050	521882
660	410403	520920
661	410777	519987
662	411295	519237
663	411705	518352
664	412133	517491
665	412597	516675
666	413014	515803
667	413377	514865
668	413821	514029
669	414428	513396
670	415215	512985
671	415870	512412
672	416558	511878
673	417245	511342
674	417817	510665
675	418562	510200
676	419307	509734
677	420017	509224
678	420800	508802
679	421528	508314
680	422293	507868
681	422995	507346
682	423718	506849
683	424364	506259
684	424817	505439
685	425400	504775
686	425938	504058
687	426576	503459
688	427284	502942
689	427905	502324
690	428468	501637
691	429059	500982
692	429769	500467
693	430344	499795
694	430947	499154
695	431639	498618
696	432252	497989
697	432839	497331
698	433366	496603
699	433879	495862
700	434612	495371
701	435533	495093
702	436274	494609
703	437061	494177
704	437744	493627
705	438330	492966
706	438985	492383
707	439563	491714
708	440210	491123
709	440822	490492
710	441556	489997
711	442343	489559
712	443139	489132
713	443862	488621
714	444544	488066
715	445210	487492
716	445903	486949
717	446513	486313
718	447150	485709
719	447835	485154
720	448637	484727
721	449269	484115
722	450049	483663
723	450750	483124
724	451448	482583
725	452128	482021
726	452787	481436
727	453396	480800
728	454031	480190
729	454505	479409
730	455181	478843
731	455809	478226
732	456505	477680
733	457112	477041
734	457822	476509
735	458427	475867
736	459067	475262
737	459758	474709
738	460472	474180
739	460912	473370
740	461527	472738
741	462234	472201
742	463038	471763
743	463752	471232
744	464334	470567
745	464951	469937
746	465744	469484
747	466434	468928
748	467131	468378
749	467862	467862
750	468598	467350
751	469349	466853
752	470124	466378
753	470959	465962
754	471747	465499
755	472450	464950
756	473203	464451
757	473924	463920
758	474645	463389
759	475387	462877
760	476047	462285
761	476775	461759
762	477481	461210
763	478158	460634
764	478864	460085
765	479544	459511
766	480261	458971
767	480974	458428
768	481670	457869
769	482405	457345
770	483119	456801
771	483750	456178
772	484496	455664
773	485124	455039
774	485580	454252
775	486270	453685
776	486939	453097
777	487640	452540
778	488218	451868
779	488903	451295
780	489556	450693
781	490237	450115
782	490901	449523
783	491630	448988
784	492274	448377
785	493176	447999
786	494064	447608
787	495020	447277
788	496034	446997
789	497230	446877
790	498140	446499
791	499305	446349
792	500352	446090
793	501256	445701
794	502237	445380
795	503219	445058
796	504138	444678
797	504971	444222
798	505844	443800
799	506681	443346
800	507590	442953
801	508502	442561
802	509372	442132
803	510123	441599
804	510760	440967
805	511435	440367
806	512220	439862
807	512974	439330
808	513795	438853
809	514567	438334
810	515333	437810
811	516074	437265
812	516896	436786
813	517866	436432
814	518748	436002
815	519606	435552
816	520467	435103
817	521302	434631
818	522128	434151
819	522952	433667
820	523650	433080
821	524217	432383
822	524758	431666
823	525553	431157
824	526356	430655
825	527044	430058
826	527791	429509
827	528456	428892
828	529083	428245
829	529805	427674
830	530469	427056
831	531127	426433
832	531872	425881
833	532456	425199
834	533250	424684
835	533875	424034
836	534570	423440
837	535186	422784
838	535845	422161
839	536471	421513
840	537273	421002
841	538042	420465
842	538858	419964
843	539587	419395
844	540289	418804
845	541001	418221
846	541818	417718
847	542517	417124
848	543236	416545
849	543915	415935
850	544619	415344
851	545253	414700
852	545936	414092
853	546593	413465
854	547311	412884
855	548371	412559
856	549030	411933
857	549619	411253
858	550366	410692
859	551080	410106
860	551858	409567
861	552530	408949
862	553302	408404
863	554076	407862
864	554753	407246
865	555458	406652
866	556232	406107
867	557176	405686
868	557935	405129
869	558767	404624
870	559597	404117
871	560418	403604
872	561051	402954
873	561938	402486
874	563010	402150
875	563775	401593
876	564635	401103
877	565558	400657
878	566429	400173
879	567399	399758
880	568467	399411
881	569336	398922
882	570236	398455
883	571173	398012
884	572000	397491
885	572968	397068
886	573819	396562
887	574637	396034
888	575411	395473
889	576087	394846
890	576886	394302
891	577705	393772
892	578482	393212
893	579272	392661
894	580225	392219
895	580731	391475
896	581504	390911
897	582206	390298
898	582923	389696
899	583712	389141
900	584421	388533
901	585323	388052
902	585845	387319
903	586430	386628
904	587374	386174
905	587972	385491
906	588701	384895
907	589403	384280
908	589993	383593
909	590818	383057
910	591512	382437
911	592236	381836
912	592901	381197
913	593576	380564
914	594290	379956
915	594921	379295
916	595737	378751
917	596561	378212
918	597465	377722
919	598197	377124
920	598772	376427
921	599573	375871
922	600290	375262
923	601043	374676
924	601812	374099
925	602457	373445
926	603113	372798
927	603812	372177
928	604458	371523
929	605085	370859
930	605747	370215
931	606557	369661
932	607481	369176
933	607923	368399
934	608903	367947
935	609801	367444
936	610675	366926
937	611536	366400
938	612479	365922
939	613277	365356
940	614113	364813
941	614923	364253
942	615758	363708
943	616679	363213
944	617615	362726
945	618496	362206
946	619373	361682
947	620430	361263
948	621403	360793
949	622335	360299
950	623484	359929
951	624510	359486
952	625413	358972
953	626208	358395
954	627018	357827
955	627840	357265
956	628795	356777
957	629793	356313
958	630664	355776
959	631557	355251
960	632328	354656
961	633156	354093
962	634035	353558
963	634941	353038
964	635879	352533
965	636783	352010
966	637630	351454
967	638585	350958
968	639435	350402
969	640320	349865
970	641080	349260
971	641981	348730
972	643362	348460
973	644323	347960
974	645074	347347
975	645763	346700
976	646387	346019
977	647251	345465
978	648227	344971
979	649063	344401
980	649918	343840
981	650617	343197
982	651287	342538
983	651947	341874
984	652610	341212
985	653383	340607
986	654038	339940
987	654464	339155
988	655218	338540
989	655996	337937
990	656730	337311
991	657491	336699
992	658162	336040
993	658953	335443
994	659785	334865
995	660704	334332
996	661495	333733
997	662276	333129
998	662680	332335
999	663166	331583
1000	663905	330958
1001	664747	330383
1002	665547	329787
1003	666355	329195
1004	667217	328629
1005	668015	328031
1006	668994	327521
1007	669925	326987
1008	670709	326381
1009	671488	325771
1010	672411	325231
1011	673088	324572
1012	673953	324003
1013	674698	323376
1014	675476	322764
1015	676191	322122
1016	676980	321515
1017	677759	320903
1018	678410	320231
1019	679146	319598
1020	679927	318986
1021	680768	318402
1022	681551	317791
1023	682357	317189
1024	683313	316657
1025	684045	316020
1026	684774	315383
1027	685669	314820
1028	686496	314227
1029	687165	313560
1030	687883	312917
1031	688625	312283
1032	689246	311595
1033	690031	310981
1034	690753	310338
1035	691544	309726
1036	692305	309100
1037	693124	308500
1038	693834	307851
1039	694455	307163
1040	695124	306495
1041	695784	305824
1042	696601	305222
1043	697324	304578
1044	697985	303907
1045	698650	303238
1046	699092	302472
1047	699638	301752
1048	700278	301073
1049	700960	300411
1050	701546	299709
1051	702098	298992
1052	702596	298253
1053	703161	297542
1054	703829	296876
1055	704354	296148
1056	704835	295404
1057	705332	294666
1058	705869	293945
1059	706449	293243
1060	706924	292497
1061	707530	291806
1062	708259	291166
1063	708792	290444
1064	709257	289696
1065	709944	289039
1066	710461	288313
1067	711155	287658
1068	711909	287027
1069	712632	286384
1070	713439	285775
1071	714247	285166
1072	714991	284530
1073	715711	283885
1074	716328	283199
1075	716940	282511
1076	717381	281757
1077	717913	281038
1078	718474	280331
1079	719090	279646
1080	719716	278964
1081	720184	278222
1082	720732	277511
1083	721258	276793
1084	721763	276066
1085	722289	275348
1086	722638	274562
1087	723156	273842
1088	723655	273115
1089	724176	272396
1090	724722	271687
1091	725275	270982
1092	725851	270284
1093	726416	269584
1094	726962	268876
1095	727432	268141
1096	728014	267447
1097	728562	266741
1098	729101	266032
1099	729605	265311
1100	730162	264609
1101	730700	263900
1102	731173	263169
1103	731745	262473
1104	732451	261826
1105	733046	261139
1106	733517	260408
1107	734057	259702
1108	734613	259002
1109	735192	258311
1110	735671	257584
1111	736223	256883
1112	736746	256173
1113	737237	255451
1114	737759	254741
1115	738308	254041
1116	738816	253327
1117	739346	252621
1118	739848	251905
1119	740432	251218
1120	740983	250519
1121	741502	249811
1122	742269	249185
1123	742883	248508
1124	743459	247819
1125	743915	247090
1126	744319	246345
1127	744782	245619
1128	745313	244917
1129	745797	244199
1130	746434	243531
1131	747007	242843
1132	747489	242126
1133	748114	241454
1134	748710	240774
1135	749240	240073
1136	749710	239353
1137	750359	238690
1138	750783	237956
1139	751476	237308
1140	752046	236621
1141	752576	235921
1142	753139	235232
1143	753766	234563
1144	754238	233846
1145	754812	233161
1146	755429	232490
1147	755904	231775
1148	756409	231070
1149	756961	230379
1150	757489	229682
1151	757982	228974
1152	758554	228290
1153	759132	227608
1154	759678	226916
1155	760233	226228
1156	760766	225534
1157	761384	224864
1158	761969	224186
1159	762578	223514
1160	763145	222830
1161	763717	222148
1162	764255	221456
1163	764847	220780
1164	765461	220111
1165	766015	219424
1166	766649	218761
1167	767237	218084
1168	767819	217406
1169	768204	216673
1170	768496	215913
1171	769016	215219
1172	769574	214536
1173	770057	213831
1174	770602	213145
1175	771072	212438
1176	771593	211745
1177	772040	211033
1178	772572	210344
1179	773098	209653
1180	773532	208938
1181	774014	208237
1182	774541	207548
1183	775102	206868
1184	775707	206200
1185	776236	205512
1186	776895	204859
1187	777437	204175
1188	778038	203507
1189	778747	202867
1190	779312	202189
1191	779822	201497
1192	780434	200832
1193	781191	200204
1194	782271	199659
1195	783056	199037
1196	783769	198397
1197	784348	197723
1198	784946	197054
1199	785460	196365
1200	786039	195691
1201	786643	195024
1202	787256	194359
1203	787795	193677
1204	788323	192992
1205	788897	192318
1206	789440	191637
1207	790088	190981
1208	790718	190321
1209	791325	189656
1210	791888	188980
1211	792454	188306
1212	792957	187616
1213	793541	186946
1214	794049	186258
1215	794607	185582
1216	795098	184891
1217	795638	184211
1218	796180	183532
1219	796724	182854
1220	797230	182168
1221	797748	181484
1222	798253	180798
1223	798896	180143
1224	799485	179476
1225	800006	178794
1226	800581	178124
1227	800944	177407
1228	801445	176722
1229	802202	176093
1230	802910	175453
1231	803614	174812
1232	804163	174137
1233	804716	173463
1234	805232	172782
1235	805858	172125
1236	806413	171452
1237	807094	170806
1238	807699	170144
1239	808258	169473
1240	808740	168786
1241	809234	168101
1242	809739	167419
1243	810299	166749
1244	810904	166088
1245	811563	165439
1246	812149	164774
1247	812562	164075
1248	812968	163374
1249	813389	162677
1250	813810	161981
1251	814202	161279
1252	814580	160575
1253	814921	159864
1254	815262	159154
1255	815867	158496
1256	816388	157822
1257	816809	157128
1258	817246	156438
1259	817709	155754
1260	818157	155067
1261	818604	154380
1262	819058	153695
1263	819432	152995
1264	819910	152315
1265	820494	151655
1266	821253	151027
1267	821711	150344
1268	822143	149657
1269	822530	148962
1270	822937	148271
1271	823267	147566
1272	823628	146868
1273	824033	146178
1274	824395	145481
1275	824703	144775
1276	825127	144090
1277	825596	143413
1278	826146	142750
1279	826560	142065
1280	827018	141387
1281	827450	140705
1282	827881	140023
1283	828341	139347
1284	828755	138663
1285	829301	138001
1286	829994	137365
1287	830494	136696
1288	831011	136030
1289	831512	135362
1290	832098	134708
1291	833056	134114
1292	833999	133517
1293	834837	132903
1294	835597	132276
1295	836360	131649
1296	837042	131009
1297	837775	130377
1298	838461	129738
1299	839232	129112
1300	839910	128472
1301	840514	127820
1302	841220	127183
1303	841989	126556
1304	842776	125932
1305	843468	125293
1306	844144	124651
1307	845023	124040
1308	845893	123426
1309	846773	122814
1310	847477	122176
1311	848297	121554
1312	848959	120910
1313	849779	120288
1314	850644	119672
1315	851348	119033
1316	852067	118396
1317	852674	117744
1318	853304	117094
1319	853966	116449
1320	854668	115810
1321	855456	115182
1322	856370	114571
1323	857142	113940
1324	857936	113312
1325	858795	112692
1326	859616	112067
1327	860423	111440
1328	861188	110807
1329	862179	110203
1330	863176	109599
1331	864153	108992
1332	864953	108362
1333	865712	107727
1334	866448	107089
1335	867153	106446
1336	867752	105791
1337	868201	105118
1338	868653	104446
1339	869057	103768
1340	869419	103085
1341	869805	102406
1342	870255	101734
1343	870820	101077
1344	871320	100412
1345	871952	99762
1346	872360	99087
1347	872728	98408
1348	873150	97735
1349	873535	97059
1350	873886	96379
1351	874280	95705
1352	874748	95039
1353	875180	94369
1354	875576	93696
1355	876069	93033
1356	876436	92358
1357	876855	91688
1358	877256	91017
1359	877665	90347
1360	878008	89671
1361	878352	88996
1362	878700	88321
1363	879097	87651
1364	879533	86986
1365	879961	86321
1366	880387	85655
1367	880780	84987
1368	881172	84319
1369	881566	83652
1370	881972	82986
1371	882320	82315
1372	882748	81652
1373	883150	80987
1374	883526	80320
1375	883937	79657
1376	884364	78995
1377	884885	78342
1378	885232	77674
1379	885627	77011
1380	885967	76343
1381	886299	75675
1382	886637	75008
1383	886967	74341
1384	887325	73676
1385	887736	73017
1386	888145	72357
1387	888493	71694
1388	888865	71032
1389	889249	70372
1390	889629	69712
1391	890032	69054
1392	890366	68391
1393	890938	67747
1394	891643	67112
1395	892424	66484
1396	892954	65837
1397	893585	65197
1398	894247	64559
1399	894908	63922
1400	895595	63286
1401	896409	62659
1402	897172	62028
1403	897981	61400
1404	898713	60767
1405	899464	60134
1406	900353	59511
1407	901235	58887
1408	902056	58259
1409	902906	57632
1410	903825	57009
1411	904594	56376
1412	905467	55750
1413	906389	55126
1414	907335	54504
1415	908143	53872
1416	909081	53248
1417	909953	52620
1418	910831	51992
1419	911579	51356
1420	912429	50726
1421	913337	50098
1422	914238	49470
1423	915067	48837
1424	915780	48198
1425	916358	47552
1426	916743	46897
1427	917123	46241
1428	917581	45590
1429	918500	44961
1430	919380	44330
1431	920039	43689
1432	920868	43055
1433	921727	42422
1434	922532	41787
1435	923499	41158
1436	924383	40526
1437	925374	39897
1438	926303	39266
1439	927136	38630
1440	927911	37992
1441	928687	37353
1442	929542	36717
1443	930236	36075
1444	931038	35437
1445	931893	34801
1446	932896	34169
1447	933859	33536
1448	934858	32903
1449	935764	32267
1450	936731	31633
1451	937648	30996
1452	938454	30356
1453	939353	29718
1454	940224	29079
1455	941024	28437
1456	941924	27798
1457	942641	27154
1458	943098	26502
1459	943356	25845
1460	943833	25194
1461	944096	24538
1462	944506	23887
1463	944922	23235
1464	945347	22585
1465	945758	21934
1466	946150	21283
1467	946494	20632
1468	946914	19982
1469	947327	19333
1470	947688	18683
1471	948110	18034
1472	948450	17385
1473	948839	16736
1474	949231	16088
1475	949631	15441
1476	949965	14792
1477	950858	14153
1478	951812	13514
1479	952594	12872
1480	953555	12233
1481	954434	11592
1482	955237	10950
1483	955887	10306
1484	956433	9660
1485	957315	9019
1486	958168	8376
1487	959006	7733
1488	959854	7090
1489	960542	6446
1490	961464	5803
1491	962262	5159
1492	963047	4515
1493	964378	3873
1494	965675	3229
1495	966507	2584
1496	967336	1938
1497	968241	1292
1498	968703	646
1499	969293	0
