iter	RMSE
707	1.728469065
708	1.728394688
709	1.728385592
710	1.728262476
711	1.728117591
712	1.727950348
713	1.727810727
714	1.727643929
715	1.727465962
716	1.727347697
717	1.727217338
718	1.727069542
719	1.727045334
720	1.726845454
721	1.726711313
722	1.72656832
723	1.726521865
724	1.726265
725	1.726080951
726	1.726061208
727	1.726029711
728	1.726021075
729	1.725987891
730	1.725793472
731	1.725674209
732	1.725665823
733	1.72549166
734	1.725387019
735	1.725203008
736	1.72504999
737	1.724945917
738	1.724860823
739	1.724857843
740	1.724727277
741	1.72448182
742	1.724474879
743	1.724316519
744	1.724225191
745	1.724106617
746	1.724018762
747	1.723892798
748	1.723841965
749	1.723682803
750	1.72345051
751	1.723275971
752	1.72315504
753	1.723098951
754	1.722886722
755	1.722748227
756	1.722704386
757	1.722544948
758	1.722399483
759	1.722365479
760	1.722270036
761	1.722096829
762	1.722077064
763	1.722018444
764	1.72190222
765	1.721732284
766	1.721646699
767	1.721537556
768	1.721393612
769	1.721263676
770	1.72118948
771	1.721107829
772	1.721028359
773	1.720988401
774	1.720982728
775	1.720887781
776	1.720780473
777	1.720637609
778	1.720569449
779	1.720421436
780	1.720115446
781	1.720021572
782	1.720011029
783	1.719944024
784	1.719927866
785	1.719839808
786	1.719749315
787	1.719594617
788	1.719426094
789	1.719203151
790	1.71913512
791	1.719082699
792	1.718924025
793	1.718811946
794	1.718734095
795	1.718613052
796	1.718515484
797	1.718231527
798	1.718127887
799	1.717974352
800	1.717911966
801	1.717905289
802	1.717730113
803	1.717581762
804	1.717459918
805	1.717430413
806	1.717208859
807	1.71709101
808	1.716889687
809	1.716723003
810	1.716615994
811	1.716380903
812	1.716350553
813	1.716227487
814	1.716131142
815	1.716018089
816	1.71585231
817	1.715780846
818	1.715593879
819	1.715588633
820	1.715572197
821	1.715568642
822	1.715555863
823	1.715546201
824	1.715542639
825	1.715520235
826	1.71547228
827	1.715435068
828	1.715322355
829	1.71498853
830	1.714982724
831	1.714857128
832	1.714696391
833	1.714642142
834	1.714625047
835	1.714477173
836	1.714339353
837	1.714234803
838	1.714118015
839	1.714114321
840	1.71399318
841	1.713942275
842	1.713731399
843	1.713728188
844	1.713525213
845	1.71348993
846	1.713328722
847	1.713111059
848	1.712962203
849	1.712779767
850	1.7126463
851	1.712495299
852	1.712399594
853	1.712285539
854	1.71207784
855	1.711926727
856	1.711863003
857	1.711843829
858	1.711726587
859	1.711620489
860	1.711533329
861	1.711360649
862	1.711180535
863	1.711045357
864	1.710890488
865	1.71072759
866	1.71068136
867	1.71047111
868	1.710463377
869	1.710338164
870	1.710233958
871	1.710121888
872	1.710111633
873	1.710009093
874	1.7097553
875	1.709610896
876	1.709561625
877	1.709511749
878	1.709327492
879	1.70915998
880	1.708885642
881	1.708785707
882	1.708678358
883	1.708668642
884	1.708543783
885	1.708382595
886	1.708208446
887	1.70809391
888	1.70802054
889	1.708015013
890	1.707910868
891	1.707793008
892	1.707708013
893	1.707698772
894	1.707544038
895	1.707543913
896	1.707473377
897	1.707374531
898	1.707295199
899	1.707092052
900	1.706985205
901	1.706961973
902	1.706961794
903	1.706955345
904	1.706931023
905	1.706849238
906	1.706755359
907	1.706645007
908	1.706505688
909	1.706396153
910	1.706300703
911	1.706217344
912	1.706039364
913	1.705924842
914	1.705676082
915	1.705503097
916	1.705277084
917	1.705231125
918	1.705208477
919	1.705095686
920	1.705092698
921	1.704944086
922	1.704904011
923	1.704891778
924	1.704700908
925	1.704551962
926	1.704455126
927	1.704265605
928	1.704239637
929	1.704072008
930	1.703939208
931	1.703869838
932	1.703679815
933	1.703679685
934	1.703636644
935	1.70358188
936	1.703433007
937	1.703192889
938	1.703061381
939	1.702913853
940	1.702648914
941	1.702518811
942	1.702516522
943	1.702464703
944	1.702451398
945	1.702438665
946	1.702281812
947	1.702114131
948	1.70195525
949	1.70192581
950	1.701709891
951	1.701697656
952	1.701546441
953	1.701528649
954	1.701518285
955	1.701394844
956	1.701384844
957	1.70120442
958	1.701104009
959	1.700795512
960	1.700680157
961	1.70057529
962	1.700482093
963	1.700294219
964	1.700290219
965	1.700272254
966	1.700260287
967	1.700250775
968	1.700139234
969	1.699986318
970	1.699845912
971	1.699809316
972	1.699792454
973	1.699635712
974	1.699626709
975	1.699557606
976	1.699541203
977	1.699532607
978	1.69936721
979	1.699351187
980	1.699197837
981	1.699128233
982	1.699065656
983	1.699049691
984	1.698953908
985	1.69890129
986	1.698893035
987	1.698885076
988	1.698668947
989	1.698540486
990	1.69845612
991	1.698448495
992	1.69840219
993	1.698299189
994	1.698154869
995	1.698147535
996	1.698066464
997	1.697907476
998	1.697900405
999	1.697897132
1000	1.697854841
1001	1.697839787
1002	1.697746673
1003	1.69766489
1004	1.697445777
1005	1.697314107
1006	1.697080194
1007	1.696973143
1008	1.696766039
1009	1.696667712
1010	1.696526688
1011	1.696509457
1012	1.696246358
1013	1.696152493
1014	1.696037787
1015	1.695893755
1016	1.695860993
1017	1.695778711
1018	1.695686119
1019	1.695677201
1020	1.695544666
1021	1.695422113
1022	1.695231783
1023	1.695119692
1024	1.694925786
1025	1.694810391
1026	1.694743397
1027	1.694656153
1028	1.694497564
1029	1.694386683
1030	1.694372267
1031	1.694264693
1032	1.694179254
1033	1.694083964
1034	1.693978909
1035	1.693880507
1036	1.693704809
1037	1.693679863
1038	1.693565832
1039	1.693520058
1040	1.693281814
1041	1.693177254
1042	1.693147439
1043	1.693044026
1044	1.693029116
1045	1.693012308
1046	1.692899075
1047	1.692755114
1048	1.692519897
1049	1.692497031
1050	1.692396124
1051	1.692270454
1052	1.692117062
1053	1.69211417
1054	1.691866265
1055	1.691852313
1056	1.691716344
1057	1.691635404
1058	1.691606779
1059	1.691437596
1060	1.691332563
1061	1.691222125
1062	1.691070301
1063	1.691055548
1064	1.691041858
1065	1.69095623
1066	1.690878222
1067	1.690855998
1068	1.690766831
1069	1.690616676
1070	1.690514651
1071	1.690405108
1072	1.690251436
1073	1.690222917
1074	1.690128435
1075	1.690007525
1076	1.689983787
1077	1.689972286
1078	1.689939996
1079	1.689918813
1080	1.689890544
1081	1.68978583
1082	1.689662438
1083	1.689566037
1084	1.689526163
1085	1.689377324
1086	1.689289257
1087	1.689200372
1088	1.689079549
1089	1.689063183
1090	1.689021656
1091	1.688829971
1092	1.688810101
1093	1.688642509
1094	1.688509544
1095	1.688428325
1096	1.688268819
1097	1.68812686
1098	1.68799924
1099	1.687995383
1100	1.687940316
1101	1.687884545
1102	1.687802595
1103	1.687688285
1104	1.687542617
1105	1.687516699
1106	1.687487473
1107	1.687301415
1108	1.687218477
1109	1.687063517
1110	1.686990472
1111	1.686936228
1112	1.68688634
1113	1.686820856
1114	1.686802337
1115	1.686628715
1116	1.686600671
1117	1.68650982
1118	1.68635391
1119	1.686217916
1120	1.686179245
1121	1.686109507
1122	1.686083897
1123	1.685960406
1124	1.685859837
1125	1.685843633
1126	1.685837204
1127	1.685800703
1128	1.685719935
1129	1.685617947
1130	1.685538096
1131	1.685502368
1132	1.685401342
1133	1.685303156
1134	1.68516309
1135	1.68495248
1136	1.684878812
1137	1.684801099
1138	1.684782435
1139	1.68474142
1140	1.684657557
1141	1.684613872
1142	1.684550039
1143	1.684438881
1144	1.684381151
1145	1.684338349
1146	1.684192968
1147	1.684069778
1148	1.683967904
1149	1.68388346
1150	1.683779674
1151	1.683771939
1152	1.683699327
1153	1.68368846
1154	1.683591302
1155	1.68355217
1156	1.683382076
1157	1.683231454
1158	1.683164859
1159	1.683011251
1160	1.682933151
1161	1.682757111
1162	1.682652196
1163	1.682479774
1164	1.682392409
1165	1.682269573
1166	1.682038236
1167	1.681989907
1168	1.681944292
1169	1.681936866
1170	1.681893787
1171	1.681834826
1172	1.681772055
1173	1.681716914
1174	1.681634482
1175	1.681459994
1176	1.681413645
1177	1.68138583
1178	1.681308557
1179	1.681204583
1180	1.681121288
1181	1.680993677
1182	1.68082995
1183	1.680728822
1184	1.68071973
1185	1.680613191
1186	1.680580033
1187	1.68053206
1188	1.680477344
1189	1.680416297
1190	1.680143681
1191	1.680111223
1192	1.679861767
1193	1.679835214
1194	1.67977132
1195	1.679506659
1196	1.679379683
1197	1.679192807
1198	1.679041752
1199	1.678969039
1200	1.678892278
1201	1.678772238
1202	1.678647803
1203	1.678521183
1204	1.678406381
1205	1.678336895
1206	1.678236656
1207	1.678211169
1208	1.678150564
1209	1.67808694
1210	1.678017851
1211	1.677891897
1212	1.677812962
1213	1.677692726
1214	1.677613819
1215	1.677518273
1216	1.677451096
1217	1.677303149
1218	1.67707726
1219	1.676958867
1220	1.676941906
1221	1.676774599
1222	1.67672566
1223	1.676502642
1224	1.676401027
1225	1.676397858
1226	1.676297992
1227	1.676212629
1228	1.676031054
1229	1.676006644
1230	1.675921091
1231	1.675828688
1232	1.675681226
1233	1.675546124
1234	1.675308581
1235	1.675114491
1236	1.674982211
1237	1.6749654
1238	1.674904158
1239	1.674860522
1240	1.674766656
1241	1.674690458
1242	1.674677899
1243	1.674616438
1244	1.674541624
1245	1.674475526
1246	1.674305238
1247	1.674189837
1248	1.674051206
1249	1.673891611
1250	1.673755245
1251	1.673647623
1252	1.673574313
1253	1.673524511
1254	1.673349057
1255	1.673179513
1256	1.673113347
1257	1.67295526
1258	1.672909649
1259	1.672750585
1260	1.672583507
1261	1.672475242
1262	1.672270543
1263	1.672178013
1264	1.671996677
1265	1.671966415
1266	1.671872837
1267	1.671858011
1268	1.671768124
1269	1.671648219
1270	1.671536081
1271	1.671512067
1272	1.671434307
1273	1.671230036
1274	1.671211891
1275	1.671174925
1276	1.671090075
1277	1.671057291
1278	1.670928392
1279	1.67087
1280	1.670667425
1281	1.670555724
1282	1.670403545
1283	1.670216004
1284	1.670121192
1285	1.669994123
1286	1.669943357
1287	1.669927501
1288	1.669842246
1289	1.669778273
1290	1.669695686
1291	1.669631789
1292	1.669570105
1293	1.669374406
1294	1.669314405
1295	1.669304919
1296	1.669236582
1297	1.669215258
1298	1.669002407
1299	1.668846533
1300	1.668754765
1301	1.668640961
1302	1.668578957
1303	1.668493691
1304	1.668294389
1305	1.668222015
1306	1.668155473
1307	1.668119462
1308	1.668090291
1309	1.668022023
1310	1.667922931
1311	1.667881669
1312	1.667863994
1313	1.667816264
1314	1.66772645
1315	1.667694375
1316	1.66749688
1317	1.66744372
1318	1.667364666
1319	1.667177086
1320	1.667094498
1321	1.667003558
1322	1.666857848
1323	1.66670177
1324	1.666616091
1325	1.666570097
1326	1.666461828
1327	1.666290164
1328	1.666211124
1329	1.666178972
1330	1.666137755
1331	1.666059878
1332	1.666001898
1333	1.665867144
1334	1.665847538
1335	1.66577926
1336	1.665764759
1337	1.665669487
1338	1.665604081
1339	1.665524491
1340	1.665480987
1341	1.665368886
1342	1.665353531
1343	1.665212802
1344	1.665173781
1345	1.665107715
1346	1.665056772
1347	1.665002838
1348	1.664994184
1349	1.664918361
1350	1.664897402
1351	1.664851047
1352	1.664766146
1353	1.664676933
1354	1.664651934
1355	1.664609301
1356	1.664531591
1357	1.664340239
1358	1.664239093
1359	1.664126
1360	1.664046348
1361	1.664002256
1362	1.663923287
1363	1.663798627
1364	1.663714969
1365	1.663682155
1366	1.663475544
1367	1.663319479
1368	1.663280311
1369	1.663161289
1370	1.663119719
1371	1.66308268
1372	1.662973268
1373	1.662852084
1374	1.662813343
1375	1.662600633
1376	1.662525662
1377	1.662399336
1378	1.662244485
1379	1.662213634
1380	1.662074504
1381	1.662054702
1382	1.661896617
1383	1.661866328
1384	1.661812532
1385	1.661720477
1386	1.661697347
1387	1.661693858
1388	1.661621895
1389	1.661437686
1390	1.661345245
1391	1.661326195
1392	1.661309109
1393	1.661155927
1394	1.661122876
1395	1.661029804
1396	1.661023141
1397	1.661004718
1398	1.660825949
1399	1.660809164
1400	1.660782615
1401	1.660724685
1402	1.660619376
1403	1.660490046
1404	1.660441496
1405	1.660412346
1406	1.660382871
1407	1.660280624
1408	1.660150621
1409	1.660070129
1410	1.660034745
1411	1.659866012
1412	1.659821988
1413	1.659623412
1414	1.659549461
1415	1.659426148
1416	1.659422468
1417	1.659346961
1418	1.659328037
1419	1.659322275
1420	1.659297601
1421	1.659246301
1422	1.659225338
1423	1.659209075
1424	1.659167964
1425	1.659050496
1426	1.658888942
1427	1.658881158
1428	1.658858012
1429	1.65876479
1430	1.658710834
1431	1.658705494
1432	1.658642374
1433	1.658599064
1434	1.658521608
1435	1.658504138
1436	1.65840239
1437	1.658130472
1438	1.658113593
1439	1.658110254
1440	1.65794501
1441	1.657808978
1442	1.657618555
1443	1.657617884
1444	1.657598776
1445	1.657596785
1446	1.657506866
1447	1.65740794
1448	1.657393679
1449	1.657283397
1450	1.657243138
1451	1.657175045
1452	1.657101654
1453	1.657096952
1454	1.657012745
1455	1.656912928
1456	1.656866867
1457	1.656749409
1458	1.656733191
1459	1.656718627
1460	1.656705683
1461	1.656691728
1462	1.656560146
1463	1.656472544
1464	1.656434992
1465	1.65642636
1466	1.656400069
1467	1.656393644
1468	1.656348763
1469	1.656292977
1470	1.656221101
1471	1.65616636
1472	1.656159357
1473	1.656150334
1474	1.656122942
1475	1.656032012
1476	1.65602617
1477	1.655964949
1478	1.655925753
1479	1.655846095
1480	1.65577473
1481	1.655662311
1482	1.655573904
1483	1.65557351
1484	1.655563693
1485	1.655458949
1486	1.655331604
1487	1.655279094
1488	1.655121873
1489	1.655112127
1490	1.655003393
1491	1.654909117
1492	1.654795502
1493	1.654792968
1494	1.65475048
1495	1.654593015
1496	1.654457981
1497	1.654402431
1498	1.654307404
1499	1.654192988
